player1,player2,ranking_1,ranking_2,surface,tournament,match_date,winner,winrate_1,winrate_2
Alexandre Muller,Albert Ramos,110.0,108.0,Clay,Barcelona,2024-04-15,0,45.94594594594595,25.0
Roberto Bautista Agut,Roman Safiullin,84.0,38.0,Clay,Barcelona,2024-04-15,0,54.347826086956516,41.86046511627907
Harold Mayot,Pedro Cachin,116.0,88.0,Clay,Barcelona,2024-04-15,0,30.76923076923077,11.76470588235294
Nick Hardt,Martin Landaluce,229.0,328.0,Clay,Barcelona,2024-04-15,0,33.33333333333333,25.0
Brandon Nakashima,Daniel Evans,87.0,49.0,Clay,Barcelona,2024-04-15,0,54.90196078431373,26.666666666666668
Brandon Nakashima,Daniel Evans,87.0,49.0,Clay,Barcelona,2024-04-15,0,54.90196078431373,26.666666666666668
Jan Lennard Struff,Taylor Fritz,28.0,15.0,Clay,Munich,2024-04-15,0,58.490566037735846,69.73684210526315
Taylor Fritz,Cristian Garin,15.0,106.0,Clay,Munich,2024-04-15,0,69.73684210526315,47.368421052631575
Jan Lennard Struff,Holger Rune,28.0,12.0,Clay,Munich,2024-04-15,0,58.490566037735846,66.66666666666666
Cristian Garin,Alexander Zverev,106.0,5.0,Clay,Munich,2024-04-15,0,47.368421052631575,76.66666666666667
Taylor Fritz,Jack Draper,15.0,46.0,Clay,Munich,2024-04-15,0,69.73684210526315,63.934426229508205
Taylor Fritz,Jack Draper,15.0,46.0,Clay,Munich,2024-04-15,0,69.73684210526315,63.934426229508205
Jan Lennard Struff,Felix Auger Aliassime,28.0,34.0,Clay,Munich,2024-04-15,0,58.490566037735846,56.896551724137936
Holger Rune,Marc Andrea Huesler,12.0,223.0,Clay,Munich,2024-04-15,0,66.66666666666666,36.36363636363637
Alexander Zverev,Jurij Rodionov,5.0,118.0,Clay,Munich,2024-04-15,0,76.66666666666667,40.0
Cristian Garin,Alex Michelsen,106.0,70.0,Clay,Munich,2024-04-15,0,47.368421052631575,53.125
Taylor Fritz,Alejandro Moro Canas,15.0,240.0,Clay,Munich,2024-04-15,0,69.73684210526315,33.33333333333333
Jack Draper,Rudolf Molleker,46.0,179.0,Clay,Munich,2024-04-15,0,63.934426229508205,33.33333333333333
Felix Auger Aliassime,Taro Daniel,34.0,85.0,Clay,Munich,2024-04-15,0,56.896551724137936,29.411764705882355
Jan Lennard Struff,Botic Van De Zandschulp,28.0,89.0,Clay,Munich,2024-04-15,0,58.490566037735846,40.909090909090914
Marc Andrea Huesler,Yannick Hanfmann,223.0,61.0,Clay,Munich,2024-04-15,0,36.36363636363637,48.78048780487805
Holger Rune,Daniel Elahi Galan,12.0,93.0,Clay,Munich,2024-04-15,0,66.66666666666666,30.434782608695656
Jurij Rodionov,Aleksandar Vukic,118.0,65.0,Clay,Munich,2024-04-15,0,40.0,46.808510638297875
Alex Michelsen,Max Hans Rehberg,70.0,473.0,Clay,Munich,2024-04-15,0,,
Cristian Garin,Dominik Koepfer,106.0,54.0,Clay,Munich,2024-04-15,0,47.368421052631575,45.714285714285715
Alejandro Moro Canas,Dominic Thiem,240.0,105.0,Clay,Munich,2024-04-15,0,33.33333333333333,18.181818181818183
Rudolf Molleker,Francesco Passaro,179.0,235.0,Clay,Munich,2024-04-15,0,33.33333333333333,40.0
Jack Draper,Vit Kopriva,46.0,119.0,Clay,Munich,2024-04-15,0,63.934426229508205,12.5
Felix Auger Aliassime,Maximilian Marterer,34.0,101.0,Clay,Munich,2024-04-15,0,56.896551724137936,26.08695652173913
Felix Auger Aliassime,Maximilian Marterer,34.0,101.0,Clay,Munich,2024-04-15,0,56.896551724137936,26.08695652173913
Taro Daniel,Christopher Oconnell,85.0,58.0,Clay,Munich,2024-04-15,0,29.411764705882355,43.58974358974359
Botic Van De Zandschulp,Ivan Gakhov,89.0,280.0,Clay,Munich,2024-04-15,0,,
Yannick Hanfmann,Alexander Shevchenko,61.0,63.0,Clay,Munich,2024-04-15,0,48.78048780487805,44.0
Marc Andrea Huesler,Marko Topo,223.0,320.0,Clay,Munich,2024-04-15,0,,
Daniel Elahi Galan,Camilo Ugo Carabelli,93.0,109.0,Clay,Munich,2024-04-15,0,30.434782608695656,25.0
Marton Fucsovics,Mariano Navone,82.0,52.0,Clay,Bucharest,2024-04-15,0,43.333333333333336,42.857142857142854
Mariano Navone,Gregoire Barrere,52.0,128.0,Clay,Bucharest,2024-04-15,0,42.857142857142854,33.33333333333333
Marton Fucsovics,Alejandro Tabilo,82.0,41.0,Clay,Bucharest,2024-04-15,0,43.333333333333336,55.00000000000001
Mariano Navone,Francisco Cerundolo,52.0,21.0,Clay,Bucharest,2024-04-15,0,42.857142857142854,53.03030303030303
Gregoire Barrere,Pedro Martinez,128.0,57.0,Clay,Bucharest,2024-04-15,0,33.33333333333333,43.90243902439025
Alejandro Tabilo,Joao Fonseca,41.0,276.0,Clay,Bucharest,2024-04-15,0,55.00000000000001,63.1578947368421
Marton Fucsovics,Corentin Moutet,82.0,92.0,Clay,Bucharest,2024-04-15,0,43.333333333333336,43.75
Francisco Cerundolo,Federico Coria,21.0,83.0,Clay,Bucharest,2024-04-15,0,53.03030303030303,34.78260869565217
Mariano Navone,Thiago Seyboth Wild,52.0,67.0,Clay,Bucharest,2024-04-15,0,42.857142857142854,44.44444444444444
Gregoire Barrere,Sebastian Korda,128.0,26.0,Clay,Bucharest,2024-04-15,0,33.33333333333333,62.745098039215684
Pedro Martinez,Miomir Kecmanovic,57.0,60.0,Clay,Bucharest,2024-04-15,0,43.90243902439025,45.45454545454545
Joao Fonseca,Radu Albot,276.0,139.0,Clay,Bucharest,2024-04-15,0,63.1578947368421,41.66666666666667
Alejandro Tabilo,Arthur Rinderknech,41.0,79.0,Clay,Bucharest,2024-04-15,0,55.00000000000001,47.72727272727273
Alejandro Tabilo,Arthur Rinderknech,41.0,79.0,Clay,Bucharest,2024-04-15,0,55.00000000000001,47.72727272727273
Corentin Moutet,Nuno Borges,92.0,55.0,Clay,Bucharest,2024-04-15,0,43.75,48.97959183673469
Marton Fucsovics,Tallon Griekspoor,82.0,25.0,Clay,Bucharest,2024-04-15,0,43.333333333333336,52.38095238095239
Federico Coria,Benjamin Bonzi,83.0,182.0,Clay,Bucharest,2024-04-15,0,34.78260869565217,45.45454545454545
Thiago Seyboth Wild,Luca Nardi,67.0,81.0,Clay,Bucharest,2024-04-15,0,44.44444444444444,25.0
Mariano Navone,Luciano Darderi,52.0,64.0,Clay,Bucharest,2024-04-15,0,42.857142857142854,49.01960784313725
Mariano Navone,Luciano Darderi,52.0,64.0,Clay,Bucharest,2024-04-15,0,42.857142857142854,49.01960784313725
Gregoire Barrere,Thanasi Kokkinakis,128.0,94.0,Clay,Bucharest,2024-04-15,0,33.33333333333333,46.666666666666664
Miomir Kecmanovic,David Goffin,60.0,100.0,Clay,Bucharest,2024-04-15,0,45.45454545454545,51.515151515151516
Pedro Martinez,Carlos Taberner,57.0,352.0,Clay,Bucharest,2024-04-15,0,,
Joao Fonseca,Lorenzo Sonego,276.0,51.0,Clay,Bucharest,2024-04-15,0,63.1578947368421,42.0
Radu Albot,Aleksandar Kovacevic,139.0,97.0,Clay,Bucharest,2024-04-15,0,41.66666666666667,31.25
Arthur Rinderknech,Hugo Gaston,79.0,96.0,Clay,Bucharest,2024-04-15,0,47.72727272727273,44.827586206896555
Nuno Borges,Stan Wawrinka,55.0,86.0,Clay,Bucharest,2024-04-15,0,48.97959183673469,37.03703703703704
Corentin Moutet,Denis Shapovalov,92.0,121.0,Clay,Bucharest,2024-04-15,0,43.75,53.06122448979592
Marton Fucsovics,Valentin Vacherot,82.0,136.0,Clay,Bucharest,2024-04-15,0,43.333333333333336,40.0
Andrey Rublev,Felix Auger Aliassime,8.0,35.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,56.896551724137936
Andrey Rublev,Felix Auger Aliassime,8.0,35.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,56.896551724137936
Felix Auger Aliassime,Jiri Lehecka,35.0,31.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,61.224489795918366
Andrey Rublev,Taylor Fritz,8.0,13.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,69.73684210526315
Felix Auger Aliassime,Jannik Sinner,35.0,2.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,91.35802469135803
Jiri Lehecka,Daniil Medvedev,31.0,4.0,Clay,Madrid Masters,2024-04-22,0,61.224489795918366,68.65671641791045
Jiri Lehecka,Daniil Medvedev,31.0,4.0,Clay,Madrid Masters,2024-04-22,0,61.224489795918366,68.65671641791045
Taylor Fritz,Francisco Cerundolo,13.0,22.0,Clay,Madrid Masters,2024-04-22,0,69.73684210526315,53.03030303030303
Andrey Rublev,Carlos Alcaraz,8.0,3.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,80.59701492537313
Jannik Sinner,Karen Khachanov,2.0,17.0,Clay,Madrid Masters,2024-04-22,0,91.35802469135803,62.71186440677966
Jannik Sinner,Karen Khachanov,2.0,17.0,Clay,Madrid Masters,2024-04-22,0,91.35802469135803,62.71186440677966
Felix Auger Aliassime,Casper Ruud,35.0,6.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,66.66666666666666
Felix Auger Aliassime,Casper Ruud,35.0,6.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,66.66666666666666
Felix Auger Aliassime,Casper Ruud,35.0,6.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,66.66666666666666
Daniil Medvedev,Alexander Bublik,4.0,18.0,Clay,Madrid Masters,2024-04-22,0,68.65671641791045,50.0
Jiri Lehecka,Rafael Nadal,31.0,512.0,Clay,Madrid Masters,2024-04-22,0,61.224489795918366,60.0
Taylor Fritz,Hubert Hurkacz,13.0,9.0,Clay,Madrid Masters,2024-04-22,0,69.73684210526315,67.79661016949152
Francisco Cerundolo,Alexander Zverev,22.0,5.0,Clay,Madrid Masters,2024-04-22,0,53.03030303030303,76.66666666666667
Andrey Rublev,Tallon Griekspoor,8.0,25.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,52.38095238095239
Carlos Alcaraz,Jan Lennard Struff,3.0,24.0,Clay,Madrid Masters,2024-04-22,0,80.59701492537313,58.490566037735846
Jannik Sinner,Pavel Kotov,2.0,72.0,Clay,Madrid Masters,2024-04-22,0,91.35802469135803,43.90243902439025
Jannik Sinner,Pavel Kotov,2.0,72.0,Clay,Madrid Masters,2024-04-22,0,91.35802469135803,43.90243902439025
Karen Khachanov,Flavio Cobolli,17.0,64.0,Clay,Madrid Masters,2024-04-22,0,62.71186440677966,56.451612903225815
Felix Auger Aliassime,Jakub Mensik,35.0,74.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,55.55555555555556
Casper Ruud,Cameron Norrie,6.0,30.0,Clay,Madrid Masters,2024-04-22,0,66.66666666666666,52.5
Daniil Medvedev,Sebastian Korda,4.0,26.0,Clay,Madrid Masters,2024-04-22,0,68.65671641791045,62.745098039215684
Daniil Medvedev,Sebastian Korda,4.0,26.0,Clay,Madrid Masters,2024-04-22,0,68.65671641791045,62.745098039215684
Alexander Bublik,Ben Shelton,18.0,15.0,Clay,Madrid Masters,2024-04-22,0,50.0,61.76470588235294
Rafael Nadal,Pedro Cachin,512.0,91.0,Clay,Madrid Masters,2024-04-22,0,60.0,11.76470588235294
Jiri Lehecka,Thiago Monteiro,31.0,118.0,Clay,Madrid Masters,2024-04-22,0,61.224489795918366,50.0
Hubert Hurkacz,Daniel Altmaier,9.0,61.0,Clay,Madrid Masters,2024-04-22,0,67.79661016949152,36.11111111111111
Taylor Fritz,Sebastian Baez,13.0,19.0,Clay,Madrid Masters,2024-04-22,0,69.73684210526315,52.54237288135594
Taylor Fritz,Sebastian Baez,13.0,19.0,Clay,Madrid Masters,2024-04-22,0,69.73684210526315,52.54237288135594
Francisco Cerundolo,Tommy Paul,22.0,16.0,Clay,Madrid Masters,2024-04-22,0,53.03030303030303,70.3125
Francisco Cerundolo,Tommy Paul,22.0,16.0,Clay,Madrid Masters,2024-04-22,0,53.03030303030303,70.3125
Alexander Zverev,Denis Shapovalov,5.0,132.0,Clay,Madrid Masters,2024-04-22,0,76.66666666666667,53.06122448979592
Andrey Rublev,Alejandro Davidovich Fokina,8.0,28.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,46.34146341463415
Andrey Rublev,Alejandro Davidovich Fokina,8.0,28.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,46.34146341463415
Tallon Griekspoor,Holger Rune,25.0,12.0,Clay,Madrid Masters,2024-04-22,0,52.38095238095239,66.66666666666666
Jan Lennard Struff,Ugo Humbert,24.0,14.0,Clay,Madrid Masters,2024-04-22,0,58.490566037735846,60.9375
Carlos Alcaraz,Thiago Seyboth Wild,3.0,63.0,Clay,Madrid Masters,2024-04-22,0,80.59701492537313,44.44444444444444
Jannik Sinner,Lorenzo Sonego,2.0,52.0,Clay,Madrid Masters,2024-04-22,0,91.35802469135803,42.0
Pavel Kotov,Jordan Thompson,72.0,33.0,Clay,Madrid Masters,2024-04-22,0,43.90243902439025,59.01639344262295
Flavio Cobolli,Nicolas Jarry,64.0,23.0,Clay,Madrid Masters,2024-04-22,0,56.451612903225815,44.18604651162791
Flavio Cobolli,Nicolas Jarry,64.0,23.0,Clay,Madrid Masters,2024-04-22,0,56.451612903225815,44.18604651162791
Karen Khachanov,Roberto Bautista Agut,17.0,86.0,Clay,Madrid Masters,2024-04-22,0,62.71186440677966,54.347826086956516
Karen Khachanov,Roberto Bautista Agut,17.0,86.0,Clay,Madrid Masters,2024-04-22,0,62.71186440677966,54.347826086956516
Jakub Mensik,Grigor Dimitrov,74.0,10.0,Clay,Madrid Masters,2024-04-22,0,55.55555555555556,71.875
Jakub Mensik,Grigor Dimitrov,74.0,10.0,Clay,Madrid Masters,2024-04-22,0,55.55555555555556,71.875
Felix Auger Aliassime,Adrian Mannarino,35.0,20.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,34.04255319148936
Cameron Norrie,Joao Fonseca,30.0,242.0,Clay,Madrid Masters,2024-04-22,0,52.5,63.1578947368421
Casper Ruud,Miomir Kecmanovic,6.0,66.0,Clay,Madrid Masters,2024-04-22,0,66.66666666666666,45.45454545454545
Daniil Medvedev,Matteo Arnaldi,4.0,36.0,Clay,Madrid Masters,2024-04-22,0,68.65671641791045,52.83018867924528
Daniil Medvedev,Matteo Arnaldi,4.0,36.0,Clay,Madrid Masters,2024-04-22,0,68.65671641791045,52.83018867924528
Sebastian Korda,Max Purcell,26.0,80.0,Clay,Madrid Masters,2024-04-22,0,62.745098039215684,41.17647058823529
Alexander Bublik,Roberto Carballes Baena,18.0,68.0,Clay,Madrid Masters,2024-04-22,0,50.0,49.01960784313725
Ben Shelton,Tomas Machac,15.0,50.0,Clay,Madrid Masters,2024-04-22,0,61.76470588235294,57.89473684210527
Rafael Nadal,Alex De Minaur,512.0,11.0,Clay,Madrid Masters,2024-04-22,0,60.0,68.57142857142857
Pedro Cachin,Frances Tiafoe,91.0,21.0,Clay,Madrid Masters,2024-04-22,0,11.76470588235294,55.932203389830505
Jiri Lehecka,Hamad Medjedovic,31.0,130.0,Clay,Madrid Masters,2024-04-22,0,61.224489795918366,52.94117647058824
Thiago Monteiro,Stefanos Tsitsipas,118.0,7.0,Clay,Madrid Masters,2024-04-22,0,50.0,67.16417910447761
Hubert Hurkacz,Jack Draper,9.0,43.0,Clay,Madrid Masters,2024-04-22,0,67.79661016949152,63.934426229508205
Hubert Hurkacz,Jack Draper,9.0,43.0,Clay,Madrid Masters,2024-04-22,0,67.79661016949152,63.934426229508205
Daniel Altmaier,Arthur Fils,61.0,32.0,Clay,Madrid Masters,2024-04-22,0,36.11111111111111,57.57575757575758
Sebastian Baez,Luca Van Assche,19.0,99.0,Clay,Madrid Masters,2024-04-22,0,52.54237288135594,34.48275862068966
Taylor Fritz,Luciano Darderi,13.0,60.0,Clay,Madrid Masters,2024-04-22,0,69.73684210526315,49.01960784313725
Tommy Paul,Lukas Klein,16.0,120.0,Clay,Madrid Masters,2024-04-22,0,70.3125,45.0
Francisco Cerundolo,Fabian Marozsan,22.0,37.0,Clay,Madrid Masters,2024-04-22,0,53.03030303030303,44.230769230769226
Denis Shapovalov,Tomas Martin Etcheverry,132.0,27.0,Clay,Madrid Masters,2024-04-22,0,53.06122448979592,51.66666666666667
Alexander Zverev,Borna Coric,5.0,34.0,Clay,Madrid Masters,2024-04-22,0,76.66666666666667,38.70967741935484
Andrey Rublev,Facundo Bagnis,8.0,136.0,Clay,Madrid Masters,2024-04-22,0,61.42857142857143,62.5
Alejandro Davidovich Fokina,Juncheng Shang,28.0,111.0,Clay,Madrid Masters,2024-04-22,0,46.34146341463415,53.191489361702125
Alejandro Davidovich Fokina,Juncheng Shang,28.0,111.0,Clay,Madrid Masters,2024-04-22,0,46.34146341463415,53.191489361702125
Tallon Griekspoor,Taro Daniel,25.0,85.0,Clay,Madrid Masters,2024-04-22,0,52.38095238095239,29.411764705882355
Holger Rune,Mariano Navone,12.0,41.0,Clay,Madrid Masters,2024-04-22,0,66.66666666666666,42.857142857142854
Ugo Humbert,Botic Van De Zandschulp,14.0,115.0,Clay,Madrid Masters,2024-04-22,0,60.9375,40.909090909090914
Ugo Humbert,Botic Van De Zandschulp,14.0,115.0,Clay,Madrid Masters,2024-04-22,0,60.9375,40.909090909090914
Ugo Humbert,Botic Van De Zandschulp,14.0,115.0,Clay,Madrid Masters,2024-04-22,0,60.9375,40.909090909090914
Jan Lennard Struff,Jaume Munar,24.0,73.0,Clay,Madrid Masters,2024-04-22,0,58.490566037735846,35.13513513513514
Thiago Seyboth Wild,Lorenzo Musetti,63.0,29.0,Clay,Madrid Masters,2024-04-22,0,44.44444444444444,59.42028985507246
Carlos Alcaraz,Alexander Shevchenko,3.0,59.0,Clay,Madrid Masters,2024-04-22,0,80.59701492537313,44.0
Lorenzo Sonego,Richard Gasquet,52.0,116.0,Clay,Madrid Masters,2024-04-22,0,42.0,22.22222222222222
Pavel Kotov,Albert Ramos,72.0,105.0,Clay,Madrid Masters,2024-04-22,0,43.90243902439025,25.0
Flavio Cobolli,Alejandro Tabilo,64.0,38.0,Clay,Madrid Masters,2024-04-22,0,56.451612903225815,55.00000000000001
Roberto Bautista Agut,Daniel Elahi Galan,86.0,89.0,Clay,Madrid Masters,2024-04-22,0,54.347826086956516,30.434782608695656
Jakub Mensik,Yannick Hanfmann,74.0,58.0,Clay,Madrid Masters,2024-04-22,0,55.55555555555556,48.78048780487805
Felix Auger Aliassime,Yoshihito Nishioka,35.0,78.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,51.28205128205128
Felix Auger Aliassime,Yoshihito Nishioka,35.0,78.0,Clay,Madrid Masters,2024-04-22,0,56.896551724137936,51.28205128205128
Joao Fonseca,Alex Michelsen,242.0,70.0,Clay,Madrid Masters,2024-04-22,0,63.1578947368421,53.125
Miomir Kecmanovic,Zhizhen Zhang,66.0,49.0,Clay,Madrid Masters,2024-04-22,0,45.45454545454545,46.2962962962963
Miomir Kecmanovic,Zhizhen Zhang,66.0,49.0,Clay,Madrid Masters,2024-04-22,0,45.45454545454545,46.2962962962963
Matteo Arnaldi,Christopher Oconnell,36.0,67.0,Clay,Madrid Masters,2024-04-22,0,52.83018867924528,43.58974358974359
Max Purcell,Marcos Giron,80.0,51.0,Clay,Madrid Masters,2024-04-22,0,41.17647058823529,50.943396226415096
Roberto Carballes Baena,Dominik Koepfer,68.0,54.0,Clay,Madrid Masters,2024-04-22,0,49.01960784313725,45.714285714285715
Roberto Carballes Baena,Dominik Koepfer,68.0,54.0,Clay,Madrid Masters,2024-04-22,0,49.01960784313725,45.714285714285715
Tomas Machac,Emil Ruusuvuori,50.0,71.0,Clay,Madrid Masters,2024-04-22,0,57.89473684210527,53.333333333333336
Rafael Nadal,Darwin Blanch,512.0,1028.0,Clay,Madrid Masters,2024-04-22,0,,
Pedro Cachin,Sebastian Ofner,91.0,45.0,Clay,Madrid Masters,2024-04-22,0,11.76470588235294,41.46341463414634
Hamad Medjedovic,Aleksandar Kovacevic,130.0,97.0,Clay,Madrid Masters,2024-04-22,0,52.94117647058824,31.25
Hamad Medjedovic,Aleksandar Kovacevic,130.0,97.0,Clay,Madrid Masters,2024-04-22,0,52.94117647058824,31.25
Thiago Monteiro,Dusan Lajovic,118.0,65.0,Clay,Madrid Masters,2024-04-22,0,50.0,47.22222222222222
Jack Draper,Thanasi Kokkinakis,43.0,93.0,Clay,Madrid Masters,2024-04-22,0,63.934426229508205,46.666666666666664
Daniel Altmaier,Martin Landaluce,61.0,322.0,Clay,Madrid Masters,2024-04-22,0,36.11111111111111,25.0
Luca Van Assche,Zizou Bergs,99.0,103.0,Clay,Madrid Masters,2024-04-22,0,34.48275862068966,48.57142857142857
Luciano Darderi,Gael Monfils,60.0,40.0,Clay,Madrid Masters,2024-04-22,0,49.01960784313725,53.191489361702125
Lukas Klein,Pablo Llamas Ruiz,120.0,146.0,Clay,Madrid Masters,2024-04-22,0,45.0,50.0
Fabian Marozsan,Aslan Karatsev,37.0,48.0,Clay,Madrid Masters,2024-04-22,0,44.230769230769226,23.076923076923077
Denis Shapovalov,Facundo Diaz Acosta,132.0,47.0,Clay,Madrid Masters,2024-04-22,0,53.06122448979592,48.484848484848484
Borna Coric,Benjamin Hassan,34.0,159.0,Clay,Madrid Masters,2024-04-22,0,38.70967741935484,50.0
Facundo Bagnis,Brandon Nakashima,136.0,81.0,Clay,Madrid Masters,2024-04-22,0,62.5,54.90196078431373
Juncheng Shang,Corentin Moutet,111.0,88.0,Clay,Madrid Masters,2024-04-22,0,53.191489361702125,43.75
Taro Daniel,Aleksandar Vukic,85.0,62.0,Clay,Madrid Masters,2024-04-22,0,29.411764705882355,46.808510638297875
Taro Daniel,Aleksandar Vukic,85.0,62.0,Clay,Madrid Masters,2024-04-22,0,29.411764705882355,46.808510638297875
Mariano Navone,Alexei Popyrin,41.0,46.0,Clay,Madrid Masters,2024-04-22,0,42.857142857142854,56.00000000000001
Botic Van De Zandschulp,Christopher Eubanks,115.0,44.0,Clay,Madrid Masters,2024-04-22,0,40.909090909090914,36.666666666666664
Botic Van De Zandschulp,Christopher Eubanks,115.0,44.0,Clay,Madrid Masters,2024-04-22,0,40.909090909090914,36.666666666666664
Jaume Munar,Nuno Borges,73.0,56.0,Clay,Madrid Masters,2024-04-22,0,35.13513513513514,48.97959183673469
Thiago Seyboth Wild,Roman Safiullin,63.0,42.0,Clay,Madrid Masters,2024-04-22,0,44.44444444444444,41.86046511627907
Alexander Shevchenko,Arthur Rinderknech,59.0,77.0,Clay,Madrid Masters,2024-04-22,0,44.0,47.72727272727273
Alexander Zverev,Nicolas Jarry,5.0,24.0,Clay,Rome Masters,2024-05-06,0,76.66666666666667,44.18604651162791
Alexander Zverev,Alejandro Tabilo,5.0,32.0,Clay,Rome Masters,2024-05-06,0,76.66666666666667,55.00000000000001
Nicolas Jarry,Tommy Paul,24.0,16.0,Clay,Rome Masters,2024-05-06,0,44.18604651162791,70.3125
Alejandro Tabilo,Zhizhen Zhang,32.0,56.0,Clay,Rome Masters,2024-05-06,0,55.00000000000001,46.2962962962963
Alexander Zverev,Taylor Fritz,5.0,13.0,Clay,Rome Masters,2024-05-06,0,76.66666666666667,69.73684210526315
Nicolas Jarry,Stefanos Tsitsipas,24.0,8.0,Clay,Rome Masters,2024-05-06,0,44.18604651162791,67.16417910447761
Tommy Paul,Hubert Hurkacz,16.0,9.0,Clay,Rome Masters,2024-05-06,0,70.3125,67.79661016949152
Alejandro Tabilo,Karen Khachanov,32.0,18.0,Clay,Rome Masters,2024-05-06,0,55.00000000000001,62.71186440677966
Zhizhen Zhang,Thiago Monteiro,56.0,106.0,Clay,Rome Masters,2024-05-06,0,46.2962962962963,50.0
Alexander Zverev,Nuno Borges,5.0,53.0,Clay,Rome Masters,2024-05-06,0,76.66666666666667,48.97959183673469
Taylor Fritz,Grigor Dimitrov,13.0,10.0,Clay,Rome Masters,2024-05-06,0,69.73684210526315,71.875
Stefanos Tsitsipas,Alex De Minaur,8.0,11.0,Clay,Rome Masters,2024-05-06,0,67.16417910447761,68.57142857142857
Nicolas Jarry,Alexandre Muller,24.0,109.0,Clay,Rome Masters,2024-05-06,0,44.18604651162791,45.94594594594595
Hubert Hurkacz,Sebastian Baez,9.0,19.0,Clay,Rome Masters,2024-05-06,0,67.79661016949152,52.54237288135594
Tommy Paul,Daniil Medvedev,16.0,4.0,Clay,Rome Masters,2024-05-06,0,70.3125,68.65671641791045
Alejandro Tabilo,Novak Djokovic,32.0,1.0,Clay,Rome Masters,2024-05-06,0,55.00000000000001,79.16666666666666
Karen Khachanov,Francisco Cerundolo,18.0,22.0,Clay,Rome Masters,2024-05-06,0,62.71186440677966,53.03030303030303
Karen Khachanov,Francisco Cerundolo,18.0,22.0,Clay,Rome Masters,2024-05-06,0,62.71186440677966,53.03030303030303
Karen Khachanov,Francisco Cerundolo,18.0,22.0,Clay,Rome Masters,2024-05-06,0,62.71186440677966,53.03030303030303
Karen Khachanov,Francisco Cerundolo,18.0,22.0,Clay,Rome Masters,2024-05-06,0,62.71186440677966,53.03030303030303
Karen Khachanov,Francisco Cerundolo,18.0,22.0,Clay,Rome Masters,2024-05-06,0,62.71186440677966,53.03030303030303
Zhizhen Zhang,Ben Shelton,56.0,14.0,Clay,Rome Masters,2024-05-06,0,46.2962962962963,61.76470588235294
Thiago Monteiro,Miomir Kecmanovic,106.0,58.0,Clay,Rome Masters,2024-05-06,0,50.0,45.45454545454545
Alexander Zverev,Luciano Darderi,5.0,54.0,Clay,Rome Masters,2024-05-06,0,76.66666666666667,49.01960784313725
Nuno Borges,Francesco Passaro,53.0,240.0,Clay,Rome Masters,2024-05-06,0,48.97959183673469,40.0
Taylor Fritz,Sebastian Korda,13.0,27.0,Clay,Rome Masters,2024-05-06,0,69.73684210526315,62.745098039215684
Grigor Dimitrov,Terence Atmane,10.0,137.0,Clay,Rome Masters,2024-05-06,0,71.875,30.0
Stefanos Tsitsipas,Cameron Norrie,8.0,30.0,Clay,Rome Masters,2024-05-06,0,67.16417910447761,52.5
Alex De Minaur,Felix Auger Aliassime,11.0,20.0,Clay,Rome Masters,2024-05-06,0,68.57142857142857,56.896551724137936
Nicolas Jarry,Stefano Napolitano,24.0,125.0,Clay,Rome Masters,2024-05-06,0,44.18604651162791,40.0
Alexandre Muller,Andrey Rublev,109.0,6.0,Clay,Rome Masters,2024-05-06,0,45.94594594594595,61.42857142857143
Hubert Hurkacz,Tomas Martin Etcheverry,9.0,28.0,Clay,Rome Masters,2024-05-06,0,67.79661016949152,51.66666666666667
Sebastian Baez,Holger Rune,19.0,12.0,Clay,Rome Masters,2024-05-06,0,52.54237288135594,66.66666666666666
Tommy Paul,Dominik Koepfer,16.0,52.0,Clay,Rome Masters,2024-05-06,0,70.3125,45.714285714285715
Tommy Paul,Dominik Koepfer,16.0,52.0,Clay,Rome Masters,2024-05-06,0,70.3125,45.714285714285715
Daniil Medvedev,Hamad Medjedovic,4.0,121.0,Clay,Rome Masters,2024-05-06,0,68.65671641791045,52.94117647058824
Novak Djokovic,Corentin Moutet,1.0,83.0,Clay,Rome Masters,2024-05-06,0,79.16666666666666,43.75
Alejandro Tabilo,Yannick Hanfmann,32.0,59.0,Clay,Rome Masters,2024-05-06,0,55.00000000000001,48.78048780487805
Alejandro Tabilo,Yannick Hanfmann,32.0,59.0,Clay,Rome Masters,2024-05-06,0,55.00000000000001,48.78048780487805
Francisco Cerundolo,Matteo Gigante,22.0,139.0,Clay,Rome Masters,2024-05-06,0,53.03030303030303,33.33333333333333
