player1,player2,ranking_1,ranking_2,surface,tournament,match_date,winner,winrate_1,winrate_2
Pedro Martinez,Joao Sousa,49.0,85.0,Hard,Indian Wells Masters,2022-03-07,0,44.44444444444444,42.857142857142854
Fabio Fognini,Pablo Andujar,36.0,69.0,Hard,Indian Wells Masters,2022-03-07,0,44.18604651162791,40.909090909090914
Jenson Brooksby,Roberto Carballes Baena,43.0,73.0,Hard,Indian Wells Masters,2022-03-07,0,53.191489361702125,37.93103448275862
Jack Sock,Juan Manuel Cerundolo,147.0,119.0,Hard,Indian Wells Masters,2022-03-07,0,38.88888888888889,37.5
Sebastian Korda,Thanasi Kokkinakis,38.0,97.0,Hard,Indian Wells Masters,2022-03-07,0,60.71428571428571,50.0
Sebastian Korda,Thanasi Kokkinakis,38.0,97.0,Hard,Indian Wells Masters,2022-03-07,0,60.71428571428571,50.0
Federico Coria,Pablo Cuevas,65.0,104.0,Hard,Indian Wells Masters,2022-03-07,0,45.45454545454545,33.33333333333333
Federico Coria,Pablo Cuevas,65.0,104.0,Hard,Indian Wells Masters,2022-03-07,0,45.45454545454545,33.33333333333333
Lorenzo Musetti,Marcos Giron,56.0,55.0,Hard,Indian Wells Masters,2022-03-07,0,53.96825396825397,39.130434782608695
Alejandro Davidovich Fokina,Borna Coric,45.0,167.0,Hard,Indian Wells Masters,2022-03-07,0,44.680851063829785,60.60606060606061
Laslo Djere,Soon Woo Kwon,52.0,64.0,Hard,Indian Wells Masters,2022-03-07,0,45.65217391304348,45.45454545454545
Benjamin Bonzi,Arthur Rinderknech,62.0,57.0,Hard,Indian Wells Masters,2022-03-07,0,44.680851063829785,52.38095238095239
Benjamin Bonzi,Arthur Rinderknech,62.0,57.0,Hard,Indian Wells Masters,2022-03-07,0,44.680851063829785,52.38095238095239
Nick Kyrgios,Sebastian Baez,132.0,60.0,Hard,Indian Wells Masters,2022-03-07,0,76.92307692307693,46.42857142857143
Nick Kyrgios,Sebastian Baez,132.0,60.0,Hard,Indian Wells Masters,2022-03-07,0,76.92307692307693,46.42857142857143
Christopher Eubanks,Maxime Cressy,157.0,72.0,Hard,Indian Wells Masters,2022-03-07,0,40.0,49.056603773584904
Holger Rune,Ugo Humbert,86.0,42.0,Hard,Indian Wells Masters,2022-03-07,0,62.5,30.0
Holger Rune,Ugo Humbert,86.0,42.0,Hard,Indian Wells Masters,2022-03-07,0,62.5,30.0
Facundo Bagnis,Henri Laaksonen,82.0,87.0,Hard,Indian Wells Masters,2022-03-07,0,31.818181818181817,16.666666666666664
Miomir Kecmanovic,Liam Broady,61.0,124.0,Hard,Indian Wells Masters,2022-03-07,0,59.375,38.46153846153847
Botic Van De Zandschulp,Tennys Sandgren,47.0,153.0,Hard,Indian Wells Masters,2022-03-07,0,,
Jaume Munar,Juncheng Shang,99.0,543.0,Hard,Indian Wells Masters,2022-03-07,0,,
Kamil Majchrzak,Aljaz Bedene,75.0,133.0,Hard,Indian Wells Masters,2022-03-07,0,54.83870967741935,28.57142857142857
John Millman,Jan Lennard Struff,77.0,58.0,Hard,Indian Wells Masters,2022-03-07,0,34.61538461538461,38.095238095238095
Tommy Paul,Mikhail Kukushkin,39.0,154.0,Hard,Indian Wells Masters,2022-03-07,0,59.09090909090909,9.090909090909092
Tommy Paul,Mikhail Kukushkin,39.0,154.0,Hard,Indian Wells Masters,2022-03-07,0,59.09090909090909,9.090909090909092
Tommy Paul,Mikhail Kukushkin,39.0,154.0,Hard,Indian Wells Masters,2022-03-07,0,59.09090909090909,9.090909090909092
Dominik Koepfer,Benoit Paire,51.0,53.0,Hard,Indian Wells Masters,2022-03-07,0,25.0,15.384615384615385
Brandon Nakashima,Adrian Mannarino,80.0,66.0,Hard,Indian Wells Masters,2022-03-07,0,60.3448275862069,51.85185185185185
Steve Johnson,Daniel Altmaier,115.0,79.0,Hard,Indian Wells Masters,2022-03-07,0,50.0,19.230769230769234
Oscar Otte,Richard Gasquet,76.0,81.0,Hard,Indian Wells Masters,2022-03-07,0,43.47826086956522,57.77777777777777
Emil Ruusuvuori,Philipp Kohlschreiber,70.0,136.0,Hard,Indian Wells Masters,2022-03-07,0,54.6875,25.0
Sam Querrey,Tallon Griekspoor,114.0,54.0,Hard,Indian Wells Masters,2022-03-07,0,28.57142857142857,39.53488372093023
Andy Murray,Taro Daniel,88.0,106.0,Hard,Indian Wells Masters,2022-03-07,0,56.52173913043478,40.625
Andy Murray,Taro Daniel,88.0,106.0,Hard,Indian Wells Masters,2022-03-07,0,56.52173913043478,40.625
Jordan Thompson,David Goffin,78.0,71.0,Hard,Indian Wells Masters,2022-03-07,0,39.285714285714285,50.943396226415096
Carlos Alcaraz,Casper Ruud,16.0,8.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,69.86301369863014
Carlos Alcaraz,Casper Ruud,16.0,8.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,69.86301369863014
Carlos Alcaraz,Hubert Hurkacz,16.0,10.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,66.12903225806451
Casper Ruud,Francisco Cerundolo,8.0,103.0,Hard,Miami Masters,2022-03-21,0,69.86301369863014,51.11111111111111
Hubert Hurkacz,Daniil Medvedev,10.0,2.0,Hard,Miami Masters,2022-03-21,0,66.12903225806451,70.3125
Hubert Hurkacz,Daniil Medvedev,10.0,2.0,Hard,Miami Masters,2022-03-21,0,66.12903225806451,70.3125
Carlos Alcaraz,Miomir Kecmanovic,16.0,48.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,59.375
Francisco Cerundolo,Jannik Sinner,103.0,11.0,Hard,Miami Masters,2022-03-21,0,51.11111111111111,73.4375
Casper Ruud,Alexander Zverev,8.0,4.0,Hard,Miami Masters,2022-03-21,0,69.86301369863014,72.5
Daniil Medvedev,Jenson Brooksby,2.0,39.0,Hard,Miami Masters,2022-03-21,0,70.3125,53.191489361702125
Hubert Hurkacz,Lloyd Harris,10.0,44.0,Hard,Miami Masters,2022-03-21,0,66.12903225806451,31.57894736842105
Carlos Alcaraz,Stefanos Tsitsipas,16.0,5.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,71.76470588235294
Carlos Alcaraz,Stefanos Tsitsipas,16.0,5.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,71.76470588235294
Miomir Kecmanovic,Taylor Fritz,48.0,13.0,Hard,Miami Masters,2022-03-21,0,59.375,69.11764705882352
Jannik Sinner,Nick Kyrgios,11.0,102.0,Hard,Miami Masters,2022-03-21,0,73.4375,76.92307692307693
Francisco Cerundolo,Frances Tiafoe,103.0,31.0,Hard,Miami Masters,2022-03-21,0,51.11111111111111,58.333333333333336
Casper Ruud,Cameron Norrie,8.0,12.0,Hard,Miami Masters,2022-03-21,0,69.86301369863014,64.47368421052632
Alexander Zverev,Thanasi Kokkinakis,4.0,97.0,Hard,Miami Masters,2022-03-21,0,72.5,50.0
Daniil Medvedev,Pedro Martinez,2.0,47.0,Hard,Miami Masters,2022-03-21,0,70.3125,44.44444444444444
Jenson Brooksby,Roberto Bautista Agut,39.0,17.0,Hard,Miami Masters,2022-03-21,0,53.191489361702125,65.57377049180327
Lloyd Harris,Yoshihito Nishioka,44.0,96.0,Hard,Miami Masters,2022-03-21,0,31.57894736842105,52.77777777777778
Hubert Hurkacz,Aslan Karatsev,10.0,32.0,Hard,Miami Masters,2022-03-21,0,66.12903225806451,36.95652173913043
Stefanos Tsitsipas,Alex De Minaur,5.0,28.0,Hard,Miami Masters,2022-03-21,0,71.76470588235294,65.27777777777779
Stefanos Tsitsipas,Alex De Minaur,5.0,28.0,Hard,Miami Masters,2022-03-21,0,71.76470588235294,65.27777777777779
Carlos Alcaraz,Marin Cilic,16.0,23.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,61.111111111111114
Carlos Alcaraz,Marin Cilic,16.0,23.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,61.111111111111114
Carlos Alcaraz,Marin Cilic,16.0,23.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,61.111111111111114
Taylor Fritz,Tommy Paul,13.0,37.0,Hard,Miami Masters,2022-03-21,0,69.11764705882352,59.09090909090909
Miomir Kecmanovic,Sebastian Korda,48.0,38.0,Hard,Miami Masters,2022-03-21,0,59.375,60.71428571428571
Nick Kyrgios,Fabio Fognini,102.0,34.0,Hard,Miami Masters,2022-03-21,0,76.92307692307693,44.18604651162791
Jannik Sinner,Pablo Carreno Busta,11.0,19.0,Hard,Miami Masters,2022-03-21,0,73.4375,59.67741935483871
Francisco Cerundolo,Gael Monfils,103.0,24.0,Hard,Miami Masters,2022-03-21,0,51.11111111111111,66.66666666666666
Frances Tiafoe,Juan Manuel Cerundolo,31.0,122.0,Hard,Miami Masters,2022-03-21,0,58.333333333333336,37.5
Casper Ruud,Alexander Bublik,8.0,33.0,Hard,Miami Masters,2022-03-21,0,69.86301369863014,55.00000000000001
Cameron Norrie,Hugo Gaston,12.0,68.0,Hard,Miami Masters,2022-03-21,0,64.47368421052632,35.714285714285715
Thanasi Kokkinakis,Denis Kudla,97.0,84.0,Hard,Miami Masters,2022-03-21,0,50.0,27.27272727272727
Alexander Zverev,Mackenzie Mcdonald,4.0,54.0,Hard,Miami Masters,2022-03-21,0,72.5,48.148148148148145
Alexander Zverev,Mackenzie Mcdonald,4.0,54.0,Hard,Miami Masters,2022-03-21,0,72.5,48.148148148148145
Daniil Medvedev,Andy Murray,2.0,85.0,Hard,Miami Masters,2022-03-21,0,70.3125,56.52173913043478
Pedro Martinez,Cristian Garin,47.0,30.0,Hard,Miami Masters,2022-03-21,0,44.44444444444444,43.90243902439025
Jenson Brooksby,Nikoloz Basilashvili,39.0,20.0,Hard,Miami Masters,2022-03-21,0,53.191489361702125,34.090909090909086
Roberto Bautista Agut,Kamil Majchrzak,17.0,75.0,Hard,Miami Masters,2022-03-21,0,65.57377049180327,54.83870967741935
Lloyd Harris,Denis Shapovalov,44.0,14.0,Hard,Miami Masters,2022-03-21,0,31.57894736842105,56.666666666666664
Yoshihito Nishioka,Daniel Evans,96.0,27.0,Hard,Miami Masters,2022-03-21,0,52.77777777777778,53.44827586206896
Yoshihito Nishioka,Daniel Evans,96.0,27.0,Hard,Miami Masters,2022-03-21,0,52.77777777777778,53.44827586206896
Yoshihito Nishioka,Daniel Evans,96.0,27.0,Hard,Miami Masters,2022-03-21,0,52.77777777777778,53.44827586206896
Aslan Karatsev,Ugo Humbert,32.0,45.0,Hard,Miami Masters,2022-03-21,0,36.95652173913043,30.0
Hubert Hurkacz,Arthur Rinderknech,10.0,58.0,Hard,Miami Masters,2022-03-21,0,66.12903225806451,52.38095238095239
Hubert Hurkacz,Arthur Rinderknech,10.0,58.0,Hard,Miami Masters,2022-03-21,0,66.12903225806451,52.38095238095239
Stefanos Tsitsipas,J J Wolf,5.0,167.0,Hard,Miami Masters,2022-03-21,0,71.76470588235294,53.57142857142857
Stefanos Tsitsipas,J J Wolf,5.0,167.0,Hard,Miami Masters,2022-03-21,0,71.76470588235294,53.57142857142857
Alex De Minaur,Jordan Thompson,28.0,78.0,Hard,Miami Masters,2022-03-21,0,65.27777777777779,39.285714285714285
Marin Cilic,Alexei Popyrin,23.0,92.0,Hard,Miami Masters,2022-03-21,0,61.111111111111114,22.727272727272727
Carlos Alcaraz,Marton Fucsovics,16.0,55.0,Hard,Miami Masters,2022-03-21,0,81.42857142857143,45.714285714285715
Taylor Fritz,Mikhail Kukushkin,13.0,159.0,Hard,Miami Masters,2022-03-21,0,69.11764705882352,9.090909090909092
Tommy Paul,Karen Khachanov,37.0,25.0,Hard,Miami Masters,2022-03-21,0,59.09090909090909,59.67741935483871
Sebastian Korda,Albert Ramos,38.0,35.0,Hard,Miami Masters,2022-03-21,0,60.71428571428571,48.07692307692308
Miomir Kecmanovic,Felix Auger Aliassime,48.0,9.0,Hard,Miami Masters,2022-03-21,0,59.375,68.96551724137932
Nick Kyrgios,Andrey Rublev,102.0,7.0,Hard,Miami Masters,2022-03-21,0,76.92307692307693,71.83098591549296
Fabio Fognini,Taro Daniel,34.0,106.0,Hard,Miami Masters,2022-03-21,0,44.18604651162791,40.625
Pablo Carreno Busta,David Goffin,19.0,70.0,Hard,Miami Masters,2022-03-21,0,59.67741935483871,50.943396226415096
Jannik Sinner,Emil Ruusuvuori,11.0,71.0,Hard,Miami Masters,2022-03-21,0,73.4375,54.6875
Jannik Sinner,Emil Ruusuvuori,11.0,71.0,Hard,Miami Masters,2022-03-21,0,73.4375,54.6875
Francisco Cerundolo,Reilly Opelka,103.0,18.0,Hard,Miami Masters,2022-03-21,0,51.11111111111111,58.333333333333336
Gael Monfils,Oscar Otte,24.0,74.0,Hard,Miami Masters,2022-03-21,0,66.66666666666666,43.47826086956522
Frances Tiafoe,Brandon Nakashima,31.0,80.0,Hard,Miami Masters,2022-03-21,0,58.333333333333336,60.3448275862069
Frances Tiafoe,Brandon Nakashima,31.0,80.0,Hard,Miami Masters,2022-03-21,0,58.333333333333336,60.3448275862069
Frances Tiafoe,Brandon Nakashima,31.0,80.0,Hard,Miami Masters,2022-03-21,0,58.333333333333336,60.3448275862069
Juan Manuel Cerundolo,Kevin Anderson,122.0,91.0,Hard,Miami Masters,2022-03-21,0,37.5,16.666666666666664
Casper Ruud,Henri Laaksonen,8.0,86.0,Hard,Miami Masters,2022-03-21,0,69.86301369863014,16.666666666666664
Alexander Bublik,Daniel Elahi Galan,33.0,118.0,Hard,Miami Masters,2022-03-21,0,55.00000000000001,53.84615384615385
Hugo Gaston,John Isner,68.0,22.0,Hard,Miami Masters,2022-03-21,0,35.714285714285715,56.09756097560976
Cameron Norrie,Jack Draper,12.0,146.0,Hard,Miami Masters,2022-03-21,0,64.47368421052632,57.57575757575758
Thanasi Kokkinakis,Diego Schwartzman,97.0,15.0,Hard,Miami Masters,2022-03-21,0,50.0,54.385964912280706
Denis Kudla,Lorenzo Sonego,84.0,21.0,Hard,Miami Masters,2022-03-21,0,27.27272727272727,47.27272727272727
Denis Kudla,Lorenzo Sonego,84.0,21.0,Hard,Miami Masters,2022-03-21,0,27.27272727272727,47.27272727272727
Mackenzie Mcdonald,Grigor Dimitrov,54.0,29.0,Hard,Miami Masters,2022-03-21,0,48.148148148148145,54.166666666666664
Alexander Zverev,Borna Coric,4.0,166.0,Hard,Miami Masters,2022-03-21,0,72.5,60.60606060606061
Andy Murray,Federico Delbonis,85.0,36.0,Hard,Miami Masters,2022-03-21,0,56.52173913043478,31.25
Pedro Martinez,Jan Lennard Struff,47.0,56.0,Hard,Miami Masters,2022-03-21,0,44.44444444444444,38.095238095238095
Jenson Brooksby,Federico Coria,39.0,60.0,Hard,Miami Masters,2022-03-21,0,53.191489361702125,45.45454545454545
Kamil Majchrzak,Sebastian Baez,75.0,66.0,Hard,Miami Masters,2022-03-21,0,54.83870967741935,46.42857142857143
Lloyd Harris,Facundo Bagnis,44.0,104.0,Hard,Miami Masters,2022-03-21,0,31.57894736842105,31.818181818181817
Lloyd Harris,Facundo Bagnis,44.0,104.0,Hard,Miami Masters,2022-03-21,0,31.57894736842105,31.818181818181817
Yoshihito Nishioka,Emilio Gomez,96.0,145.0,Hard,Miami Masters,2022-03-21,0,52.77777777777778,28.57142857142857
Ugo Humbert,Aljaz Bedene,45.0,141.0,Hard,Miami Masters,2022-03-21,0,30.0,28.57142857142857
Arthur Rinderknech,Laslo Djere,58.0,53.0,Hard,Miami Masters,2022-03-21,0,52.38095238095239,45.65217391304348
J J Wolf,Daniel Altmaier,167.0,69.0,Hard,Miami Masters,2022-03-21,0,53.57142857142857,19.230769230769234
Jordan Thompson,Jo-Wilfried Tsonga,78.0,225.0,Hard,Miami Masters,2022-03-21,0,39.285714285714285,22.22222222222222
Alexei Popyrin,Lorenzo Musetti,92.0,76.0,Hard,Miami Masters,2022-03-21,0,22.727272727272727,53.96825396825397
Marton Fucsovics,Marcos Giron,55.0,52.0,Hard,Miami Masters,2022-03-21,0,45.714285714285715,39.130434782608695
Mikhail Kukushkin,Botic Van De Zandschulp,159.0,42.0,Hard,Miami Masters,2022-03-21,0,9.090909090909092,56.71641791044776
Tommy Paul,Benjamin Bonzi,37.0,59.0,Hard,Miami Masters,2022-03-21,0,59.09090909090909,44.680851063829785
Tommy Paul,Benjamin Bonzi,37.0,59.0,Hard,Miami Masters,2022-03-21,0,59.09090909090909,44.680851063829785
Sebastian Korda,Alejandro Davidovich Fokina,38.0,43.0,Hard,Miami Masters,2022-03-21,0,60.71428571428571,44.680851063829785
Miomir Kecmanovic,Jack Sock,48.0,144.0,Hard,Miami Masters,2022-03-21,0,59.375,38.88888888888889
Nick Kyrgios,Adrian Mannarino,102.0,61.0,Hard,Miami Masters,2022-03-21,0,76.92307692307693,51.85185185185185
Taro Daniel,Jaume Munar,106.0,89.0,Hard,Miami Masters,2022-03-21,0,40.625,44.18604651162791
David Goffin,Roberto Carballes Baena,70.0,79.0,Hard,Miami Masters,2022-03-21,0,50.943396226415096,37.93103448275862
David Goffin,Roberto Carballes Baena,70.0,79.0,Hard,Miami Masters,2022-03-21,0,50.943396226415096,37.93103448275862
Emil Ruusuvuori,Maxime Cressy,71.0,72.0,Hard,Miami Masters,2022-03-21,0,54.6875,49.056603773584904
Emil Ruusuvuori,Maxime Cressy,71.0,72.0,Hard,Miami Masters,2022-03-21,0,54.6875,49.056603773584904
Francisco Cerundolo,Tallon Griekspoor,103.0,57.0,Hard,Miami Masters,2022-03-21,0,51.11111111111111,39.53488372093023
Oscar Otte,Mitchell Krueger,74.0,160.0,Hard,Miami Masters,2022-03-21,0,43.47826086956522,40.0
Brandon Nakashima,Soon Woo Kwon,80.0,63.0,Hard,Miami Masters,2022-03-21,0,60.3448275862069,45.45454545454545
Juan Manuel Cerundolo,Dusan Lajovic,122.0,46.0,Hard,Miami Masters,2022-03-21,0,37.5,32.35294117647059
Henri Laaksonen,Benoit Paire,86.0,49.0,Hard,Miami Masters,2022-03-21,0,16.666666666666664,15.384615384615385
Henri Laaksonen,Benoit Paire,86.0,49.0,Hard,Miami Masters,2022-03-21,0,16.666666666666664,15.384615384615385
Daniel Elahi Galan,John Millman,118.0,73.0,Hard,Miami Masters,2022-03-21,0,53.84615384615385,34.61538461538461
Hugo Gaston,Emilio Nava,68.0,312.0,Hard,Miami Masters,2022-03-21,0,35.714285714285715,20.0
Jack Draper,Gilles Simon,146.0,139.0,Hard,Miami Masters,2022-03-21,0,57.57575757575758,46.666666666666664
Thanasi Kokkinakis,Richard Gasquet,97.0,81.0,Hard,Miami Masters,2022-03-21,0,50.0,57.77777777777777
Denis Kudla,Juncheng Shang,84.0,441.0,Hard,Miami Masters,2022-03-21,0,,
Mackenzie Mcdonald,Dominik Koepfer,54.0,64.0,Hard,Miami Masters,2022-03-21,0,48.148148148148145,25.0
Borna Coric,Fernando Verdasco,166.0,123.0,Hard,Miami Masters,2022-03-21,0,60.60606060606061,31.25
Reilly Opelka,John Isner,18.0,27.0,Clay,Houston,2022-04-04,0,58.333333333333336,56.09756097560976
Reilly Opelka,John Isner,18.0,27.0,Clay,Houston,2022-04-04,0,58.333333333333336,56.09756097560976
Reilly Opelka,Nick Kyrgios,18.0,94.0,Clay,Houston,2022-04-04,0,58.333333333333336,76.92307692307693
John Isner,Cristian Garin,27.0,29.0,Clay,Houston,2022-04-04,0,56.09756097560976,43.90243902439025
Nick Kyrgios,Michael Mmoh,94.0,226.0,Clay,Houston,2022-04-04,0,76.92307692307693,20.0
Reilly Opelka,Gijs Brouwer,18.0,361.0,Clay,Houston,2022-04-04,0,58.333333333333336,60.0
John Isner,Frances Tiafoe,27.0,30.0,Clay,Houston,2022-04-04,0,56.09756097560976,58.333333333333336
Cristian Garin,Taylor Fritz,29.0,13.0,Clay,Houston,2022-04-04,0,43.90243902439025,69.11764705882352
Michael Mmoh,Sam Querrey,226.0,114.0,Clay,Houston,2022-04-04,0,20.0,28.57142857142857
Nick Kyrgios,Tommy Paul,94.0,34.0,Clay,Houston,2022-04-04,0,76.92307692307693,59.09090909090909
Nick Kyrgios,Tommy Paul,94.0,34.0,Clay,Houston,2022-04-04,0,76.92307692307693,59.09090909090909
Reilly Opelka,Mitchell Krueger,18.0,161.0,Clay,Houston,2022-04-04,0,58.333333333333336,40.0
Gijs Brouwer,J J Wolf,361.0,157.0,Clay,Houston,2022-04-04,0,60.0,53.57142857142857
Frances Tiafoe,Pablo Cuevas,30.0,105.0,Clay,Houston,2022-04-04,0,58.333333333333336,33.33333333333333
John Isner,Steve Johnson,27.0,108.0,Clay,Houston,2022-04-04,0,56.09756097560976,50.0
Cristian Garin,Jordan Thompson,29.0,83.0,Clay,Houston,2022-04-04,0,43.90243902439025,39.285714285714285
Taylor Fritz,Alejandro Tabilo,13.0,100.0,Clay,Houston,2022-04-04,0,69.11764705882352,51.515151515151516
Sam Querrey,Daniel Elahi Galan,114.0,121.0,Clay,Houston,2022-04-04,0,28.57142857142857,53.84615384615385
Nick Kyrgios,Mackenzie Mcdonald,94.0,52.0,Clay,Houston,2022-04-04,0,76.92307692307693,48.148148148148145
Tommy Paul,Peter Gojowczyk,34.0,101.0,Clay,Houston,2022-04-04,0,59.09090909090909,22.22222222222222
Mitchell Krueger,Juan Pablo Varillas,161.0,111.0,Clay,Houston,2022-04-04,0,40.0,50.0
Gijs Brouwer,Feliciano Lopez,361.0,118.0,Clay,Houston,2022-04-04,0,,
J J Wolf,Jenson Brooksby,157.0,36.0,Clay,Houston,2022-04-04,0,53.57142857142857,53.191489361702125
Frances Tiafoe,Marcos Giron,30.0,53.0,Clay,Houston,2022-04-04,0,58.333333333333336,39.130434782608695
Frances Tiafoe,Marcos Giron,30.0,53.0,Clay,Houston,2022-04-04,0,58.333333333333336,39.130434782608695
Pablo Cuevas,Max Purcell,105.0,164.0,Clay,Houston,2022-04-04,0,33.33333333333333,25.0
Steve Johnson,Denis Kudla,108.0,81.0,Clay,Houston,2022-04-04,0,50.0,27.27272727272727
Cristian Garin,Jack Sock,29.0,138.0,Clay,Houston,2022-04-04,0,43.90243902439025,38.88888888888889
Jordan Thompson,Steven Diez,83.0,292.0,Clay,Houston,2022-04-04,0,,
Alejandro Tabilo,Christian Harrison,100.0,312.0,Clay,Houston,2022-04-04,0,51.515151515151516,33.33333333333333
David Goffin,Alex Molcan,74.0,65.0,Clay,Marrakech,2022-04-04,0,50.943396226415096,56.52173913043478
Alex Molcan,Laslo Djere,65.0,55.0,Clay,Marrakech,2022-04-04,0,56.52173913043478,45.65217391304348
David Goffin,Federico Coria,74.0,60.0,Clay,Marrakech,2022-04-04,0,50.943396226415096,45.45454545454545
Alex Molcan,Botic Van De Zandschulp,65.0,43.0,Clay,Marrakech,2022-04-04,0,56.52173913043478,56.71641791044776
Laslo Djere,Lorenzo Musetti,55.0,82.0,Clay,Marrakech,2022-04-04,0,45.65217391304348,53.96825396825397
Laslo Djere,Lorenzo Musetti,55.0,82.0,Clay,Marrakech,2022-04-04,0,45.65217391304348,53.96825396825397
Federico Coria,Richard Gasquet,60.0,86.0,Clay,Marrakech,2022-04-04,0,45.45454545454545,57.77777777777777
David Goffin,Roberto Carballes Baena,74.0,79.0,Clay,Marrakech,2022-04-04,0,50.943396226415096,37.93103448275862
David Goffin,Roberto Carballes Baena,74.0,79.0,Clay,Marrakech,2022-04-04,0,50.943396226415096,37.93103448275862
Alex Molcan,Felix Auger Aliassime,65.0,9.0,Clay,Marrakech,2022-04-04,0,56.52173913043478,68.96551724137932
Botic Van De Zandschulp,Vit Kopriva,43.0,165.0,Clay,Marrakech,2022-04-04,0,56.71641791044776,33.33333333333333
Lorenzo Musetti,Carlos Taberner,82.0,96.0,Clay,Marrakech,2022-04-04,0,53.96825396825397,31.25
Laslo Djere,Malek Jaziri,55.0,329.0,Clay,Marrakech,2022-04-04,0,45.65217391304348,25.0
Federico Coria,Mirza Basic,60.0,215.0,Clay,Marrakech,2022-04-04,0,45.45454545454545,33.33333333333333
Richard Gasquet,Pavel Kotov,86.0,172.0,Clay,Marrakech,2022-04-04,0,57.77777777777777,33.33333333333333
Roberto Carballes Baena,Joao Sousa,79.0,90.0,Clay,Marrakech,2022-04-04,0,37.93103448275862,42.857142857142854
David Goffin,Pablo Andujar,74.0,73.0,Clay,Marrakech,2022-04-04,0,50.943396226415096,40.909090909090914
Felix Auger Aliassime,Elliot Benchetrit,9.0,436.0,Clay,Marrakech,2022-04-04,0,,
Alex Molcan,Stefano Travaglia,65.0,112.0,Clay,Marrakech,2022-04-04,0,56.52173913043478,33.33333333333333
Vit Kopriva,Bernabe Zapata Miralles,165.0,123.0,Clay,Marrakech,2022-04-04,0,33.33333333333333,38.46153846153847
Botic Van De Zandschulp,Hugo Dellien,43.0,93.0,Clay,Marrakech,2022-04-04,0,56.71641791044776,28.57142857142857
Lorenzo Musetti,Albert Ramos,82.0,33.0,Clay,Marrakech,2022-04-04,0,53.96825396825397,48.07692307692308
Carlos Taberner,Yannick Hanfmann,96.0,113.0,Clay,Marrakech,2022-04-04,0,31.25,50.0
Malek Jaziri,Jiri Vesely,329.0,69.0,Clay,Marrakech,2022-04-04,0,25.0,40.0
Laslo Djere,Jiri Lehecka,55.0,98.0,Clay,Marrakech,2022-04-04,0,45.65217391304348,40.625
Federico Coria,Alejandro Davidovich Fokina,60.0,45.0,Clay,Marrakech,2022-04-04,0,45.45454545454545,44.680851063829785
Mirza Basic,Kamil Majchrzak,215.0,76.0,Clay,Marrakech,2022-04-04,0,33.33333333333333,54.83870967741935
Richard Gasquet,Henri Laaksonen,86.0,87.0,Clay,Marrakech,2022-04-04,0,57.77777777777777,16.666666666666664
Pavel Kotov,Tallon Griekspoor,172.0,56.0,Clay,Marrakech,2022-04-04,0,33.33333333333333,39.53488372093023
